Pokedex,Pokemon,Type,Rarity,HoloFoil,Rarity Extra,Set No.,Set,Artist,Damaged,Price,Date
129,Magikarp,W,,,,12/30,G,Mitsuhiro Arita,,,8/17/2019
183,Marill,W,,,,15/30,G,Kouki Saitou,,,8/17/2019
129,Magikarp,W,,,,19/30,G,Mitsuhiro Arita,,,8/17/2019
183,Marill,W,,,,24/30,G,Kouki Saitou,,,8/17/2019
498,Tepig,F,,Art,,3/12,MC2011,Ken Sugimori,,,
501,Oshawott,W,,Art,,4/12,MC2011,Ken Sugimori,,,
126,Magmar,F,,Art,,3/12,MC2019,Yumi,Bent,,10/16/2019
131,Lapras,W,,Art,,5/12,MC2019,Saya Tsuruta,,,10/16/2019
25,Pikachu,El,,Art,,6/12,MC2019,Kagemaru Himeno,,,10/16/2019
152,Chikorita,G,1,Full,,1/122,breakpoint,Akira Komayama,Slight Bent,,5/18/2019
154,Meganium,G,3,Reverse,,3/122,breakpoint,kawayoo,,,5/18/2019
401,Kricketot,G,1,,,5/122,breakpoint,Sumiyoshi Kizuki,,,
402,Kricketune,G,2,,,6/122,breakpoint,Suwama Chiaki,,,5/18/2019
548,Petilil,G,1,,,7/122,breakpoint,Naoyo Kimura,,,5/18/2019
549,Lilligant,G,3,,,8/122,breakpoint,Shin Nagasawa,,,5/18/2019
632,Durant,G,2,Card,,9/122,breakpoint,Kouki Saitou,,,8/6/2019
58,Growlithe,F,1,,,10/122,breakpoint,match,,,5/18/2019
322,Numel,F,1,,,12/122,breakpoint,MAHOU,,,5/18/2019
631,Heatmor,F,2,,,15/122,breakpoint,match,,,5/18/2019
54,Psyduck,W,1,,,16/122,breakpoint,Kagemaru Himeno,,,5/18/2019
79,Slowpoke,W,1,,,19/122,breakpoint,Akira Komayama,,,
80,Slowbro,W,2,,,20/122,breakpoint,kirisAki,,,5/18/2019
199,Slowking,W,3,Art,,21/122,breakpoint,Aya Kusube,,,
199,Slowking,W,3,Reverse,,21/122,breakpoint,Aya Kusube,,,5/18/2019
90,Shellder,W,1,,,22/122,breakpoint,Mizue,,,
91,Cloyster,W,2,,,24/122,breakpoint,Saya Tsuruta,,,5/18/2019
120,Staryu,W,1,,,25/122,breakpoint,Hiroki Asanuma,,,5/18/2019
131,Lapras,W,2,,,28/122,breakpoint,kirisAki,,,8/6/2019
222,Corsola,W,1,,,29/122,breakpoint,Kanako Eo,,,5/18/2019
535,Tympole,W,1,,,33/122,breakpoint,Miki Tanaka,,,8/6/2019
580,Ducklett,W,1,,,36/122,breakpoint,Atsuko Nishida,,,8/6/2019
581,Swanna,W,2,Full,,37/122,breakpoint,sui,,,5/18/2019
656,Froakie,W,1,,,38/122,breakpoint,Sanosuke Sakuma,,,5/18/2019
125,Electabuzz,El,1,,,42/122,breakpoint,Shin Nagasawa,,,5/18/2019
403,Shinx,El,1,,,44/122,breakpoint,Saya Tsuruta,,,5/18/2019
405,Luxray,El,3,,,46/122,breakpoint,Masakazu Fukuda,,,
405,Luxray BREAK,El,5,Full,Full Art,47/122,breakpoint,5ban Graphics,,,
522,Blitzle,El,1,Reverse,,48/122,breakpoint,Aya Kusube,,,
523,Zebstrika,El,3,,,49/122,breakpoint,Hajime Kusajima,,,5/18/2019
96,Drowzee,P,1,,,50/122,breakpoint,Shigenari Negishi,,,
97,Hypno,P,3,,,51/122,breakpoint,Tomokazu Komiya,,,5/18/2019
451,Skorupi,P,1,,,53/122,breakpoint,Kyoko Umemoto,,,5/18/2019
452,Drapion,P,3,,,54/122,breakpoint,Mitsuhiro Arita,,,8/6/2019
568,Trubbish,P,1,Full,,56/122,breakpoint,OOYAMA,,,5/18/2019
677,Espurr,P,1,Full,,58/122,breakpoint,Kagemaru Himeno,,,5/18/2019
679,Honedge,P,1,,,60/122,breakpoint,kawayo,,,5/18/2019
680,Doublade,P,2,,,61/122,breakpoint,Hajime Kuzajima,,,5/18/2019
690,Skrelp,P,1,,,63/122,breakpoint,Yukiko Baba,,,5/18/2019
708,Phantump,P,1,,,64/122,breakpoint,Sumiyoshi Kizuki,,,5/18/2019
709,Trevenant,P,3,,,65/122,breakpoint,Midori Harada,,,8/6/2019
709,Trevenant BREAK,P,5,Full,Full Art,66/122,breakpoint,5ban Graphics,,,5/18/2019
443,Gible,Fg,1,,,68/122,breakpoint,Naoyo Kimura,,,5/18/2019
444,Gabite,Fg,2,Full,,69/122,breakpoint,Midori Harada,,,5/18/2019
445,Garchomp,Fg,3,Full,,70/122,breakpoint,TOKIYA,,,5/18/2019
674,Pancham,Fg,1,,,71/122,breakpoint,MAHOU,,,5/18/2019
274,Nuzleaf,D,2,,,72/122,breakpoint,Yuka Morii,,,
675,Pangoro,D,3,,,75/122,breakpoint,Naoki Saito,,,5/18/2019
597,Ferroseed,Sl,1,,,79/122,breakpoint,Satoshi Shirai,,,5/18/2019
35,Clefairy,Fa,1,,,81/122,breakpoint,Tomokazu Komiya,,,
682,Spritzee,Fa,1,,,84/122,breakpoint,kirisAki,,,5/18/2019
683,Aromatisse,Fa,2,,,85/122,breakpoint,kirisAki,,,7/20/2019
691,Dragalge,Dr,3,Full,,86/122,breakpoint,Shin Nagasawa,,,5/18/2019
19,Rattata,N,1,,,87/122,breakpoint,match,,,
206,Dunsparce,N,2,,,90/122,breakpoint,Akira Komayama,,,5/18/2019
234,Stantler,N,2,,,91/122,breakpoint,sui,,,5/18/2019
250,Ho-oh EX,N,5,Full,Full Art,92/122,breakpoint,Eske Yoshinob,,,5/18/2019
431,Glameow,N,1,,,93/122,breakpoint,Saya Tsuruta,,,5/18/2019
432,Purugly,N,2,,,94/122,breakpoint,Kagemaru Himeno,,,5/18/2019
T,All-Night Party,S,2,,,96/122,breakpoint,Hitoshi Ariga,,,5/18/2019
T,Delinquent,Su,2,,,98/122,breakpoint,Yusuke Ohmura,,,
T,Great Ball,I,2,,,100/122,breakpoint,Toyste Beach,,,5/18/2019
T,Gyarados Spirit Link,I,2,,,101/122,breakpoint,5ban Graphics,,,8/6/2019
T,Max Elixir,I,2,,,102/122,breakpoint,Toyste Beach,,,5/18/2019
T,Misty's Determination,Su,2,,,104/122,breakpoint,Ken Sugimori,,,8/6/2019
T,Pokemon Catcher,I,2,,,105/122,breakpoint,5ban Graphics,,,5/18/2019
T,Potion,I,2,,,106/122,breakpoint,5ban Graphics,,,8/6/2019
T,Professor Sycamore,Su,2,,,107/122,breakpoint,Yusuke Ohmura,,,5/18/2019
T,Puzzle of Time,I,2,Card,,109/122,breakpoint,Toyste Beach,,,8/6/2019
T,Reverse Valley,S,2,,Full Art,110/122,breakpoint,5ban Graphics,,,
T,Scizor Spirit Link,I,2,,,111/122,breakpoint,5ban Graphics,,,5/18/2019
T,Tierno,Su,2,,,112/122,breakpoint,Ken Sugimori,,,5/18/2019
490,Manaphy EX,W,5,Full,Full Art / Textured,116/122,breakpoint,Ryo Ueda,,,5/18/2019
205,Forretress,Sl,3,Reverse,,3/90,undaunted,Kyoko Umemoto,,,
85,Dodrio,N,3,,,11/90,undaunted,Yukiko Baba,,,
479,Rotom,El,3,,,20/90,undaunted,MAHOU,,,
227,Skarmory,Sl,3,,,21/90,undaunted,Midori Harada,,,
44,Gloom,G,2,,,27/90,undaunted,Mitsuhiro Arita,Dirty,,
375,Metang,Sl,2,Reverse,,30/90,undaunted,TOKIYA,,,
20,Raticate,N,2,,,34/90,undaunted,Sachiko Adachi,,,
435,Skuntank,D,2,,,37/90,undaunted,Naoyo Kimura,,,
201,Unown,P,2,Reverse,,40/90,undaunted,Hideaki Hakozaki,,,
304,Aron,Sl,1,,,42/90,undaunted,match,,,
374,Beldum,Sl,1,,,43/90,undaunted,TOKIYA,,,
415,Combee,G,1,,,44/90,undaunted,Naoyo Kimura,,,
84,Doduo,N,1,,,45/90,undaunted,Yukiko Baba,,,
88,Grimer,P,1,,,50/90,undaunted,Midori Harada,,,
107,Hitmonchan,Fg,1,,,51/90,undaunted,Kouki Saitou,,,
228,Houndour,D,1,,,53/90,undaunted,kawayoo,,,
228,Houndour,D,1,,,54/90,undaunted,Kagemaru Himeno,,,
303,Mawile,Sl,1,,,56/90,undaunted,TOKIYA,,,
200,Misdreavus,P,1,,,57/90,undaunted,Suwama Chiaki,,,
198,Murkrow,D,1,,,58/90,undaunted,kawayoo,,,
43,Oddish,G,1,,,60/90,undaunted,Mitsuhiro Arita,,,
204,Pineco,G,1,,,62/90,undaunted,Kagemaru Himeno,,,7/20/2019
204,Pineco,G,1,,,63/90,undaunted,Kyoko Umemoto,,,
19,Rattata,N,1,,,64/90,undaunted,Sachiko Adachi,,,
79,Slowpoke,W,1,,,66/90,undaunted,Kagemaru Himeno,Dirty,,
218,Slugma,F,1,,,67/90,undaunted,Yuka Morii,,,
434,Stunky,D,1,,,69/90,undaunted,Naoyo Kimura,,,
T,Burned Tower,S,2,,,71/90,undaunted,Ryo Ueda,,,
T,Defender,T,2,,,72/90,undaunted,Ryo Ueda,,,
T,Energy Exchanger,T,2,,,73/90,undaunted,Ryo Ueda,,,
T,Legend Box,T,2,,,75/90,undaunted,Shizurow,,,
T,Ruins of Alph,S,2,Full,,76/90,undaunted,Ryo Ueda,,,
T,Sage's Training,Su,2,,,77/90,undaunted,Masakazu Fukuda,,,
T,Team Rocket's Trickery,Su,2,,,78/90,undaunted,Takao Unno,Tattered,,
T,Darkness Energy,E,2,,,79/90,undaunted,Kent Kanetsuna,,,
T,Metal Energy,E,2,Full,,80/90,undaunted,Kent Kanetsuna,,,
13,Weedle,G,1,,,1/116,plasmafreeze,Sumiyoshi Kizuki,,,
253,Grovyle,G,2,,,7/116,plasmafreeze,Suwama Chiaki,,,
136,Flareon,F,2,,Team Plasma,12/116,plasmafreeze,5ban Graphics,,,
607,Litwick,F,1,,,14/116,plasmafreeze,Naoyo Kimura,,,
194,Wooper,W,1,,,21/116,plasmafreeze,sui,,,
536,Palpitoad,W,2,,,25/116,plasmafreeze,Masakazu Fukuda,,,
170,Chinchou,El,1,Reverse,,35/116,plasmafreeze,Kouki Saitou,,,
29,Nidoran F,P,1,,,40/116,plasmafreeze,Aya Kusube,,,
31,Nidoqueen,P,3,,,42/116,plasmafreeze,Mizue,,,
32,Nidoran M,P,1,,,43/116,plasmafreeze,Masokazu Fukuda,,,
88,Grimer,P,1,,,45/116,plasmafreeze,Hajime Kusajima,,,
374,Beldum,P,1,,,50/116,plasmafreeze,Shigenori Negishi,,,
562,Yamask,P,1,,,54/116,plasmafreeze,Masakazu Fukuda,,,
56,Mankey,Fg,1,,,59/116,plasmafreeze,Kagemaru Himeno,,,
57,Primeape,Fg,1,,,60/116,plasmafreeze,Mitsuhiro Arita,,,
296,Makuhita,Fg,1,,,62/116,plasmafreeze,Kagemaru Himeno,,,
551,Sandile,D,1,Reverse,,68/116,plasmafreeze,sui,,,
624,Pawniard,D,1,,,71/116,plasmafreeze,Kagemaru Himeno,,,
303,Mawile,Sl,2,,,80/116,plasmafreeze,Mitsuhiro Arita,,,
149,Dragonite,Dr,3,Art,,83/116,plasmafreeze,Akira Komayama,,,
133,Eevee,N,1,,,89/116,plasmafreeze,Naoki Saitou,,,
241,Miltank,N,2,,,93/116,plasmafreeze,MAHOU,,,
396,Starly,N,1,,,95/116,plasmafreeze,Kouki Saitou,,,
T,Frozen City,S,2,,Team Plasma,100/116,plasmafreeze,5ban Graphics,,,
387,Turtwig,G,1,,,7/156,ultraprism,OOYAMA,,,5/11/2019
420,Cherubi,G,1,,,10/156,ultraprism,Asako Ito,,,6/15/2019
126,Magmar,F,1,,,18/156,ultraprism,Yumi,,,
757,Salandit,F,1,,,25/156,ultraprism,Misa Tsutsui,,,5/11/2019
27,Alolan Sandshrew,W,1,,,28/156,ultraprism,Shin Nagasawa,,,8/6/2019
393,Piplup,W,1,,,31/156,ultraprism,Ken Sugimori,,,8/6/2019
394,Prinplup,W,2,,,33/156,ultraprism,Mizue,,,8/6/2019
395,Empoleon,W,3,Reverse,,34/156,ultraprism,nagimiso,,,8/6/2019
418,Buizel,W,1,,,35/156,ultraprism,so-taro,,,8/6/2019
419,Floatzel,W,2,,,36/156,ultraprism,Naoyo Kimura,,,8/6/2019
459,Snover,W,1,,,37/156,ultraprism,match,,,8/6/2019
460,Abomasnow,W,3,,,38/156,ultraprism,Masakazu Fukuda,,,6/15/2019
490,Manaphy,W,2,,,42/156,ultraprism,kawayoo,,,8/6/2019
403,Shinx,El,1,,,45/156,ultraprism,Shibuzoh.,,,7/20/2019
403,Shinx,El,1,,,46/156,ultraprism,Ken Sugimori,,,7/20/2019
404,Luxio,El,2,,,47/156,ultraprism,tetsuya koizumi,,,8/23/2019
405,Luxray,El,3,Art,Holo Bleed,48/156,ultraprism,Akira Komayama,,,8/23/2019
442,Spiritomb,P,2,,,53/156,ultraprism,Shin Nagasawa,,,7/20/2019
453,Croagunk,P,1,,,56/156,ultraprism,SATOSHI NAKAI,,,5/11/2019
789,Cosmog,P,1,,,60/156,ultraprism,Shin Nagasawa,,,7/20/2019
408,Cranidos,Fg,2,,,64/156,ultraprism,Kouki Saitou,,,5/11/2019
447,Riolu,Fg,1,,,66/156,ultraprism,Kyoko Umemoto,,,5/11/2019
449,Hippopotas,Fg,1,,,68/156,ultraprism,Yumi,,,6/15/2019
766,Passimian,Fg,1,,,70/156,ultraprism,kawayoo,,,6/15/2019
198,Murkrow,D,1,Full,,71/156,ultraprism,match,,,5/11/2019
434,Stunky,D,1,,,75/156,ultraprism,Naoyo Kimura,,,7/20/2019
81,Magnemite,Sl,1,,,80/156,ultraprism,MAHOU,,,6/15/2019
410,Shieldon,Sl,2,,,84/156,ultraprism,so-taro,,,6/15/2019
485,Heatran,Sl,3,Art,,88/156,ultraprism,tetsuya koizumi,,,
755,Morelull,Fa,1,,,92/156,ultraprism,Midori Harada,,,7/20/2019
108,Lickitung,N,1,,,102/156,ultraprism,Mizue,,,
133,Eevee,N,1,,,104/156,ultraprism,Atsuko Nishida,,,7/20/2019
133,Eevee,N,1,,,105/156,ultraprism,Hideki Ishikawa,,,5/11/2019
427,Buneary,N,1,,,106/156,ultraprism,Kagemaru Himeno,,,6/15/2019
479,Fan Rotom,N,3,Full,,110/156,ultraprism,Masakazu Fukuda,,,6/15/2019
765,Oranguru,N,2,,,114/156,ultraprism,Kouki Saitoi,,,5/11/2019
772,Type: Null,N,3,,,115/156,ultraprism,match,,,5/11/2019
T,Cynthia,Su,2,,,119/156,ultraprism,Ken Sugimori,,,10/26/2019
T,Escape Board,I,2,,,122/156,ultraprism,Toyste Beach,,,8/6/2019
T,Lillie,Su,2,,,125/156,ultraprism,Sanosuke Sakuma,,,
T,Looker,Su,2,,,126/156,ultraprism,Ken Sugimori,,,6/15/2019
T,Missing Clover,I,2,,,129/156,ultraprism,Toyste Beach,,,5/11/2019
T,Order Pad,I,2,,,131/156,ultraprism,Eske Yoshinob,,,6/15/2019
T,Pokemon Fan Club,Su,2,,,133/156,ultraprism,Sanosuke Sakuma,,,
540,Sewaddle,G,1,,,1/101,noblevictories,Mizue,,,
541,Swadloon,G,2,,,2/101,noblevictories,Midori Harada,,,
542,Leavanny,G,3,,,3/101,noblevictories,5ban Graphics,,,
548,Petilil,G,1,,,4/101,noblevictories,Shigenori Negishi,,,
549,Lilligant,G,3,,,5/101,noblevictories,Akira Komayama,,,
557,Dwebble,G,1,,,6/101,noblevictories,MAHOU,,,
588,Karrablast,G,1,,,8/101,noblevictories,sui,,,
616,Shelmet,G,1,Reverse,,11/101,noblevictories,Midori Harada,,,
513,Pansear,F,1,,,16/101,noblevictories,Shin Nagasawa,,,
514,Simisear,F,2,,,17/101,noblevictories,Shin Nagasawa,,,
636,Larvesta,F,1,,,19/101,noblevictories,Kagemaru Himeno,,,
636,Larvesta,F,1,,,20/101,noblevictories,Naoki Saito,,,
535,Tympole,W,1,,,22/101,noblevictories,Atsuko Nishida,,,
582,Vanilite,W,1,,,22/101,noblevictories,Atsuko Nishida,,,
593,Jellicent,W,3,Reverse,,31/101,noblevictories,Kagemaru Himeno,,,
522,Blitzle,El,1,,,35/101,noblevictories,Shin Nagasawa,,,
523,Zebstrika,El,3,,,36/101,noblevictories,match,,,
587,Emolga,El,2,,,37/101,noblevictories,Naoki Saito,,,
602,Tynamo,El,1,,,38/101,noblevictories,sui,,,
602,Tynamo,El,1,,,39/101,noblevictories,Naoki Saito,,,
603,Eelektrik,El,2,,,40/101,noblevictories,MAHOU,,,
618,Stunfisk,El,1,,,42/101,noblevictories,Shin Nagasawa,,,
562,Yamask,P,1,,,45/101,noblevictories,Shin Nagasawa,,,
577,Solosis,P,1,,,50/101,noblevictories,Atsuko Nishida,,,
578,Duosion,P,2,,,51/101,noblevictories,sui,,,
579,Reuniclus,P,3,,,52/101,noblevictories,Kagemaru Himeno,,,
605,Elgyem,P,1,,,55/101,noblevictories,Naoki Saito,,,
533,Gurdurr,Fg,2,Reverse,,63/101,noblevictories,Sumiyoshi Kizuki,,,
619,Mienfoo,Fg,1,,,69/101,noblevictories,match,,,
622,Golett,Fg,1,Reverse,,71/101,noblevictories,Masakazu Fukuda,,,
624,Pawniard,D,1,,,75/101,noblevictories,Mitsuhiro Arita,,,
625,Bisharp,D,2,,,76/101,noblevictories,Kouki Saito,,,
589,Escavalier,Sl,3,Art,,80/101,noblevictories,Kouki Saito,,,
624,Pawniard,Sl,1,,,81/101,noblevictories,Tomokazu Komiya,,,
632,Durant,Sl,2,,,83/101,noblevictories,Masakozu Fukuda,,,
531,Audino,N,2,,,85/101,noblevictories,Naoki Saito,,,
610,Axew,N,1,,,86/101,noblevictories,Atsuko Nishida,,,
611,Fraxure,N,2,,,87/101,noblevictories,Kagemaru Himeno,,,
621,Druddigon,N,3,,,89/101,noblevictories,Masakazu Fukuda,,,
T,Cover Fossil,I,2,,,90/101,noblevictories,Ryo Ueda,,,
T,N,Su,2,,,92/101,noblevictories,Ken Sugimori,,,
T,Plume Fossil,I,2,,,93/101,noblevictories,Ryo Ueda,,,
T,Super Rod,I,2,,,95/101,noblevictories,5ban Graphics,,,
T,Xtransceiver,I,2,,,96/101,noblevictories,Ryo Ueda,,,
213,Shuckle,G,2,,,1/124,fatescollide,sui,,,9/21/2019
412,Burmy,G,1,,,2/124,fatescollide,Kouki Saitou,,,
413,Wormadam,G,2,,,3/124,fatescollide,kawayoo,,,
414,Mothim,G,3,,,4/124,fatescollide,MAHOU,,,
495,Snivy,G,1,,,5/124,fatescollide,Atsuko Nishida,,,
496,Servine,G,2,,,6/124,fatescollide,Sumiyoshi Kizuki,,,9/7/2019
497,Serperior,G,3,,,7/124,fatescollide,You iribi,,,7/7/2019
585,Deerling,G,1,,,8/124,fatescollide,Kanako Eo,,,9/21/2019
146,Moltres,F,3,,,9/124,fatescollide,OOYAMA,,,7/30/2019
653,Fennekin,F,1,,,10/124,fatescollide,Akira Komayama,,,
653,Fennekin,F,1,,,11/124,fatescollide,kirisAki,,,
654,Braixen,F,2,,,12/124,fatescollide,kirisAki,,,
655,Delphox,F,3,Reverse,,13/124,fatescollide,Kagemaru Himeno,,,12/28/2019
86,Seel,W,1,,,15/124,fatescollide,Hasuno,,,
87,Dewgong,W,2,,,16/124,fatescollide,Naoyo Kimura,,,7/14/2019
139,Omastar,W,3,,,18/124,fatescollide,Hasuno,,,9/7/2019
688,Binacle,W,1,,,22/124,fatescollide,Tomokazu Komiya,,,
689,Barbacle,W,3,Reverse,,23/124,fatescollide,Shin Nagasawa,,,9/21/2019
109,Koffing,P,1,,,27/124,fatescollide,sui,,,8/6/2019
110,Weezing,P,2,,,28/124,fatescollide,Shin Nagasawa,,,
325,Spoink,P,1,,,30/124,fatescollide,TOKIYA,,,7/7/2019
326,Grumpig,P,3,Reverse,,31/124,fatescollide,Sanosuke Sakuma,,,9/17/2019
574,Gothita,P,1,,,32/124,fatescollide,Kagemaru Himeno,,,
577,Solosis,P,1,,,33/124,fatescollide,match,,,7/7/2019
579,Reuniclus,P,3,,,35/124,fatescollide,Yukiko Baba,,,9/19/2019
105,Marowak,Fg,3,,,37/124,fatescollide,Shin Nagasawa,,,
246,Larvitar,Fg,1,,,40/124,fatescollide,Suwama Chiaki,,,8/6/2019
246,Larvitar,Fg,1,Reverse,,41/124,fatescollide,Masakazu Fukuda,,,9/19/2019
247,Pupitar,Fg,2,Card,,42/124,fatescollide,match,,,7/30/2019
413,Wormadam,Fg,2,Reverse,,44/124,fatescollide,Hajime Kusajima,,,
447,Riolu,Fg,1,,,45/124,fatescollide,You Iribi,,,
447,Riolu,Fg,1,,,46/124,fatescollide,match,,,7/7/2019
701,Hawlucha,Fg,2,,,48/124,fatescollide,Kouki Saitou,,,9/7/2019
703,Carbink,Fg,1,,,50/124,fatescollide,kawayoo,,,7/7/2019
718,Zygarde,Fg,2,,,52/124,fatescollide,5ban Graphics,,,7/30/2019
248,Tyranitar,D,3,Reverse,,56/124,fatescollide,Satoshi Shirai,,,6/15/2019
629,Vullaby,D,1,,,57/124,fatescollide,Midori Harada,,,8/6/2019
413,Wormadam,Sl,2,,,59/124,fatescollide,Kyoko Umemoto,,,9/7/2019
436,Bronzor,Sl,1,,,60/124,fatescollide,Hajime Kusajima,,,12/28/2019
448,Lucario,Sl,3,Reverse,,63/124,fatescollide,Hitoshi Ariga,,,5/12/2019
39,Jigglypuff,Fa,1,,,65/124,fatescollide,Midori Harada,,,
40,Wigglytuff,Fa,2,,,66/124,fatescollide,Mizue,,,7/20/2019
209,Snubbull,Fa,1,Reverse,,68/124,fatescollide,Aya Kusube,,,1/2/2020
546,Cottonee,Fa,1,,,70/124,fatescollide,MAHOU,,,
547,Whimsicott,Fa,2,,,71/124,fatescollide,sui,,,
719,Diancie EX,Fa,5,,,72/124,fatescollide,Eske Yoshinob,,,9/7/2019
52,Meowth,N,1,,,74/124,fatescollide,Shigenori Negishi,,,12/28/2019
142,Aerodactyl,N,3,Card,,76/124,fatescollide,kawayoo,,,8/6/2019
293,Whismur,N,1,,,80/124,fatescollide,Kouki Saitou,,,
294,Loudred,N,2,,,81/124,fatescollide,TOKIYA,,,9/7/2019
295,Exploud,N,3,,,82/124,fatescollide,Masakazu Fukuda,,,7/20/2019
531,Audino EX,N,5,Full,Full Art,84/124,fatescollide,Ayaka Yoshida,,,12/28/2019
572,Minccino,N,1,,,86/124,fatescollide,kirisAki,,,
572,Minccino,N,1,,,87/124,fatescollide,Mizue,,,1/2/2020
573,Cinccino,N,2,Card,,89/124,fatescollide,Kouki Saitou,,,7/7/2019
T,Alakazam Spirit Link,I,2,,,90/124,fatescollide,5ban Graphics,,,7/30/2019
T,Audino Spirit Link,I,2,,,92/124,fatescollide,5ban Graphics,,,8/6/2019
T,Bent Spoon,I,2,Reverse,,93/124,fatescollide,Toyste Beach,,,9/7/2019
T,Chaos Tower,S,2,,,94/124,fatescollide,5ban Graphics,,,9/21/2019
T,Energy Pouch,I,2,,,97/124,fatescollide,Toyste Beach,,,7/14/2019
T,Fairy Drop,I,2,,,99/124,fatescollide,Toyste Beach,,,1/2/2020
T,Fairy Garden,S,2,,,100/124,fatescollide,Ryo Ueda,,,9/17/2019
T,Fossil Excavation Kit,I,2,Full,,101/124,fatescollide,Toyste Beach,,,
T,Helix Fossil Omanyte,I,2,,,102/124,fatescollide,Toyste Beach,,,9/21/2019
T,Old Amber Aerodactyl,I,2,,,106/124,fatescollide,Toyste Beach,,,
T,Pokemon Fan Club,Su,2,,,107/124,fatescollide,Yusuke Ohmura,,,12/28/2019
T,Power Memory,I,2,,,108/124,fatescollide,5ban Graphics,,,9/19/2019
T,Random Reciever,I,2,,,109/124,fatescollide,Toyste Beach,,,
T,Scorched Earth,S,2,,,110/124,fatescollide,Ryo Ueda,,,
T,Shauna,Su,2,,,111/124,fatescollide,Ken Sugimori,,,7/7/2019
T,Team Rocket's Handiwork,Su,2,Card,,112/124,fatescollide,Hitoshi Ariga,,,7/14/2019
T,Ultra Ball,I,2,,,113/124,fatescollide,5ban Graphics,,,8/6/2019
T,Strong Energy,Fg,2,,,115/124,fatescollide,5ban Graphics,,,7/7/2019
197,Umbreon EX,D,5,Full,Full Art / Textured,119/124,fatescollide,Ryo Ueda,,,8/6/2019
75,Graveler,Fg,2,,e-Card,29/97,dragon,Hisao Nakamura,Used,,8/20/2019
253,Grovyle,G,2,,e-Card,31/97,dragon,Atsuko Nishida,Used,,8/20/2019
307,Meditite,Fg,2,,e-Card,37/97,dragon,Kouki Saitou,Used,,8/20/2019
117,Seadra,W,2,,e-Card,40/97,dragon,Midori Harada,Used,,8/20/2019
329,Vibrava,N,2,,e-Card,46/97,dragon,Hajime Kusajima,Used,,8/20/2019
74,Geodude,Fg,1,,e-Card,56/97,dragon,Midori Harada,Used,,8/20/2019
116,Horsea,W,1,,e-Card,58/97,dragon,Midori Harada,,,7/20/2019
228,Houndour,D,1,,e-Card,59/97,dragon,Hajime Kusajima,Used,,8/20/2019
81,Magnemite,El,1,,,62/97,dragon,Midori Harada,Dirty,,
328,Trapinch,Fg,1,,e-Card,78/97,dragon,Yuka Morii,Used,,8/20/2019
152,Chikorita,G,1,,,51/115,unseenforces,Atsuko Nishida,Used,,8/20/2019
35,Clefairy,N,1,,,53/115,unseenforces,Midori Harada,Used,,8/20/2019
43,Oddish,G,1,,,64/115,unseenforces,Kouki Saitou,,,
167,Spinarak,G,1,,,75/115,unseenforces,Sachiko Adachi,Used,,8/20/2019
216,Teddiursa,N,1,,,77/115,unseenforces,Naoyo Kimura,,,
T,Mary's Request,Su,2,,,86/115,unseenforces,Ken Sugimori,,,
13,Weedle,G,1,,,1/160,primalclash,Midori Harada,,,6/15/2019
15,Beedrill,G,3,,,3/160,primalclash,Kouki Saitou,,,9/19/2019
114,Tangela,G,1,,,4/160,primalclash,match,,,8/25/2019
252,Treecko,G,1,,,6/160,primalclash,Akira Komayama,,,8/25/2019
253,Grovyle,G,2,,,7/160,primalclash,match,,,9/19/2019
270,Lotad,G,1,,,10/160,primalclash,Kanako Eo,,,8/25/2019
284,Masquerain,G,2,,,14/160,primalclash,Kanako Eo,,,9/19/2019
285,Shroomish,G,1,,,15/160,primalclash,Mizue,,,6/15/2019
313,Volbeat,G,1,,,17/160,primalclash,Tomokazu Komiya,,,8/25/2019
314,Illumise,G,1,,,18/160,primalclash,Tomokazu Komiya,,,9/19/2019
37,Vulpix,F,1,,,20/160,primalclash,kirisAki,,,5/12/2019
218,Slugma,F,1,,,22/160,primalclash,Miki Tanaka,,,9/19/2019
219,Magcargo,F,3,,Full Art,24/160,primalclash,Kagemaru Himeno,,,6/15/2019
255,Torchic,F,1,,,25/160,primalclash,sui,,,9/19/2019
116,Horsea,W,1,,,30/160,primalclash,kirisAki,,,8/25/2019
117,Seadra,W,2,,,31/160,primalclash,Sanosuke Sakuma,,,8/25/2019
120,Staryu,W,1,,,32/160,primalclash,Tomokazo Komiya,,,8/25/2019
258,Mudkip,W,1,,,33/160,primalclash,Aya Kusube,,,6/15/2019
339,Barboach,W,1,Reverse,,39/160,primalclash,Kyoko Umemoto,,,8/25/2019
340,Whiscash,W,2,,,40/160,primalclash,Naoyo Kimura,,,6/15/2019
363,Spheal,W,1,,,45/160,primalclash,TOKIYA,,,6/15/2019
363,Spheal,W,1,,,46/160,primalclash,Kagemaru Himeno,,,9/19/2019
364,Sealeo,W,2,,,47/160,primalclash,Masakazu Fukuda,,,9/19/2019
365,Walrein,W,3,,,48/160,primalclash,Satoshi Shirai,,,9/19/2019
366,Clamperl,W,1,,,49/160,primalclash,Mitsuhiro Arita,,,5/12/2019
382,Kyogre,W,3,Reverse,,53/160,primalclash,Mitsuhiro Arita,,,9/19/2019
382,Mega Primal Kyogre EX,W,5,Full,Full Art,55/160,primalclash,5ban Graphics,,,9/19/2019
170,Chinchou,El,1,,,57/160,primalclash,Kagemaur Himeno,,,7/20/2019
